,movie,chapter,character,dialog,gender,releaseYear
5809,Harry Potter and the Chamber of Secrets,Dobby's warning,harry potter,"Dobby, please, no!",male,2002
5810,Harry Potter and the Chamber of Secrets,Dobby's warning,dobby,Harry Potter must say he's not going back to school!,male,2002
5811,Harry Potter and the Chamber of Secrets,Dobby's warning,harry potter,I can't. Hogwarts is my home!,male,2002
5812,Harry Potter and the Chamber of Secrets,Dobby's warning,dobby,"Then, Dobby must do it, sir, for Harry Potter's own good.",male,2002
5813,Harry Potter and the Chamber of Secrets,Dobby's warning,vernon dursley,"…it spread as far as the eye could see, all over the floor of this vast building, and it was this deep. And one plumber said “Look at all that water.” A-and the second plumber said, “Yes, and that's just the top of it!”",male,2002
5814,Harry Potter and the Chamber of Secrets,Dobby's warning,vernon dursley,I'm so sorry! It's my nephew- he's very disturbed. Meeting strangers upsets him. That's why I kept him upstairs!,male,2002
5815,Harry Potter and the Chamber of Secrets,Car rescue,vernon dursley,You're never going back to that school. You're never going to see those freaky friends of yours again. Never!,male,2002
5816,Harry Potter and the Chamber of Secrets,Car rescue,harry potter,Ron! Fred. George. What are you all doing here?,male,2002
5817,Harry Potter and the Chamber of Secrets,Car rescue,ron weasley,"Rescuing you, of course. Now, come on. Get your trunk!…",male,2002
5818,Harry Potter and the Chamber of Secrets,Car rescue,ron weasley,You'd better stand back. Let's go!,male,2002
5819,Harry Potter and the Chamber of Secrets,Car rescue,petunia dursley,Oh!,female,2002
5820,Harry Potter and the Chamber of Secrets,Car rescue,vernon dursley,"Now, what the hell's he doing? Potter!",male,2002
5821,Harry Potter and the Chamber of Secrets,Car rescue,dudley dursley,Dad! What's going on?,male,2002
5822,Harry Potter and the Chamber of Secrets,Car rescue,george weasley,"Go, go, go, go!",male,2002
5823,Harry Potter and the Chamber of Secrets,Car rescue,dudley dursley,"Dad, hurry up!",male,2002
5824,Harry Potter and the Chamber of Secrets,Car rescue,ron weasley,Come on.,male,2002
5825,Harry Potter and the Chamber of Secrets,Car rescue,fred weasley,Come on.,male,2002
5826,Harry Potter and the Chamber of Secrets,Car rescue,ron weasley,"Come on, Harry! Hurry up!",male,2002
5827,Harry Potter and the Chamber of Secrets,Car rescue,vernon dursley,"Petunia, he's escaping!",male,2002
5828,Harry Potter and the Chamber of Secrets,Car rescue,harry potter,Ahh- ahh!,male,2002
5829,Harry Potter and the Chamber of Secrets,Car rescue,ron weasley,I've got you Harry!,male,2002
5830,Harry Potter and the Chamber of Secrets,Car rescue,vernon dursley,Come here!,male,2002
5831,Harry Potter and the Chamber of Secrets,Car rescue,harry potter,Let go of me!,male,2002
5832,Harry Potter and the Chamber of Secrets,Car rescue,vernon dursley,"Oh no, boy! You and that bloody pigeon aren't going anywhere!",male,2002
5833,Harry Potter and the Chamber of Secrets,Car rescue,harry potter,Get off!,male,2002
5834,Harry Potter and the Chamber of Secrets,Car rescue,ron weasley,Drive!,male,2002
5835,Harry Potter and the Chamber of Secrets,Car rescue,fred weasley,Right.,male,2002
5836,Harry Potter and the Chamber of Secrets,Car rescue,george weasley,Right!,male,2002
5837,Harry Potter and the Chamber of Secrets,Car rescue,vernon dursley,No! No! No! No! Aaaah!,male,2002
5838,Harry Potter and the Chamber of Secrets,Car rescue,petunia dursley,Aaah!,female,2002
5839,Harry Potter and the Chamber of Secrets,Car rescue,dudley dursley,Aaah!,male,2002
5840,Harry Potter and the Chamber of Secrets,Car rescue,dudley dursley,Dad!,male,2002
5841,Harry Potter and the Chamber of Secrets,Car rescue,vernon dursley,Oh… Damn.,male,2002
5842,Harry Potter and the Chamber of Secrets,The Burrow,fred weasley,"Come on. Okay, come on. Shh! Shh! Ok, come on. Shh! Come on.",male,2002
5843,Harry Potter and the Chamber of Secrets,The Burrow,ron weasley,Do you think it'd be all right if we had some of this?,male,2002
5844,Harry Potter and the Chamber of Secrets,The Burrow,george weasley,"Yeah, Mum would never know.",male,2002
5845,Harry Potter and the Chamber of Secrets,The Burrow,ron weasley,"It's not much, but it's home.",male,2002
5846,Harry Potter and the Chamber of Secrets,The Burrow,harry potter,I think it's brilliant,male,2002
5847,Harry Potter and the Chamber of Secrets,The Burrow,molly weasley,"Where have you been? Harry, how wonderful to see you dear. Beds empty! No note! Car gone! You could have died! You could have been seen! Of course, I don't blame you, Harry dear.",female,2002
5848,Harry Potter and the Chamber of Secrets,The Burrow,ron weasley,"They were starving him, Mum. There were bars on his window!",male,2002
5849,Harry Potter and the Chamber of Secrets,The Burrow,molly weasley,"Well, you'd best hope that I don't put bars on your window, Ronald Weasley! Come on Harry, time for a spot of breakfast. Here we are Harry. Now tuck in! That's it. There we go.",female,2002
5850,Harry Potter and the Chamber of Secrets,The Burrow,ginny weasley,"Mum- Mummy, have you seen my jumper?",female,2002
5851,Harry Potter and the Chamber of Secrets,The Burrow,molly weasley,Yes dear. It was on the cat.,female,2002
5852,Harry Potter and the Chamber of Secrets,The Burrow,harry potter,Hello. W-what did I do?,male,2002
5853,Harry Potter and the Chamber of Secrets,The Burrow,ron weasley,Ginny. She's been talking about you all summer. A bit annoying really.,male,2002
5854,Harry Potter and the Chamber of Secrets,The Burrow,arthur weasley,"Morning, Weasleys.",male,2002
5855,Harry Potter and the Chamber of Secrets,The Burrow,fred weasley,"Morning, Dad.",male,2002
5856,Harry Potter and the Chamber of Secrets,The Burrow,george weasley,"Morning, Dad.",male,2002
5857,Harry Potter and the Chamber of Secrets,The Burrow,ron weasley,"Morning, Dad.",male,2002
5858,Harry Potter and the Chamber of Secrets,The Burrow,molly weasley,Morning Arthur!,female,2002
5859,Harry Potter and the Chamber of Secrets,The Burrow,arthur weasley,What a night. Nine raids. Nine!,male,2002
5860,Harry Potter and the Chamber of Secrets,The Burrow,harry potter,Raids?,male,2002
5861,Harry Potter and the Chamber of Secrets,The Burrow,ron weasley,"Dad works in the Ministry of Magic, in the Misuse of Muggle Artifacts Office. Dad loves Muggles, thinks they're fascinating.",male,2002
5862,Harry Potter and the Chamber of Secrets,The Burrow,arthur weasley,Well now. Aah! And who are you?,male,2002
5863,Harry Potter and the Chamber of Secrets,The Burrow,harry potter,"Oh, sorry sir. I'm Harry, sir, Harry Potter.",male,2002
5864,Harry Potter and the Chamber of Secrets,The Burrow,arthur weasley,"Good Lord! Are you really? Well, Ron's told us all about you, of course. When did he get here?",male,2002
5865,Harry Potter and the Chamber of Secrets,The Burrow,molly weasley,This morning. Your sons flew that enchanted car of yours to Surrey and back last night.,female,2002
5866,Harry Potter and the Chamber of Secrets,The Burrow,arthur weasley,Did you really? How'd it go? Did you—,male,2002
5867,Harry Potter and the Chamber of Secrets,The Burrow,fred weasley,"Oh, it…",male,2002
5868,Harry Potter and the Chamber of Secrets,The Burrow,george weasley,"Oh, it…",male,2002
5869,Harry Potter and the Chamber of Secrets,The Burrow,ron weasley,"Oh, it…",male,2002
5870,Harry Potter and the Chamber of Secrets,The Burrow,harry potter,"Oh, it…",male,2002
5871,Harry Potter and the Chamber of Secrets,The Burrow,molly weasley,Arthur!,female,2002
5872,Harry Potter and the Chamber of Secrets,The Burrow,arthur weasley,"I mean…that was very wrong, indeed, boys. Very wrong of you. Now, Harry, you must know all about Muggles. Tell me, what exactly is the function of a rubber duck?",male,2002
5873,Harry Potter and the Chamber of Secrets,The Burrow,harry potter,"Oh, umm…",male,2002
5874,Harry Potter and the Chamber of Secrets,The Burrow,molly weasley,"Well, that'll be Errol with the post. Oh, fetch it will you Percy, please?",female,2002
5875,Harry Potter and the Chamber of Secrets,The Burrow,percy weasley,Errol…,male,2002
5876,Harry Potter and the Chamber of Secrets,The Burrow,ron weasley,He's always doing that.,male,2002
5877,Harry Potter and the Chamber of Secrets,The Burrow,percy weasley,"Oh look, it's our Hogwarts letters. And they've sent us Harry's as well.",male,2002
5878,Harry Potter and the Chamber of Secrets,The Burrow,arthur weasley,"Dumbledore must know you're here, Harry. Doesn't miss a trick, that man.",male,2002
5879,Harry Potter and the Chamber of Secrets,The Burrow,molly weasley,"Oh, no.",female,2002
5880,Harry Potter and the Chamber of Secrets,The Burrow,fred weasley,"This lot won't come cheap, Mum. The spell books alone are very expensive.",male,2002
5881,Harry Potter and the Chamber of Secrets,The Burrow,molly weasley,We'll manage. There's only one place we're going to get all of this. Diagon Alley.,female,2002
5882,Harry Potter and the Chamber of Secrets,To Diagon Alley,molly weasley,"Right. Here we are Harry, you go first dear.",female,2002
5883,Harry Potter and the Chamber of Secrets,To Diagon Alley,ron weasley,"But Harry's never traveled by Floo powder before, Mum.",male,2002
5884,Harry Potter and the Chamber of Secrets,To Diagon Alley,harry potter,Floo powder?,male,2002
5885,Harry Potter and the Chamber of Secrets,To Diagon Alley,molly weasley,"Oh, well you go first Ron, so that Harry can see how it's done. Yes. In you go… That's it.",female,2002
5886,Harry Potter and the Chamber of Secrets,To Diagon Alley,ron weasley,Diagon Alley!,male,2002
5887,Harry Potter and the Chamber of Secrets,To Diagon Alley,molly weasley,"You see? It's quite easy, dear. Don't be afraid. Come on. Come on. In you go. That's it, mind your head. That's right. Now take your Floo powder. That's it, very good. Now, don't forget to speak very, very clearly.",female,2002
5888,Harry Potter and the Chamber of Secrets,To Diagon Alley,harry potter,'Diaganilly.',male,2002
5889,Harry Potter and the Chamber of Secrets,To Diagon Alley,molly weasley,"What did he say, dear?",female,2002
5890,Harry Potter and the Chamber of Secrets,To Diagon Alley,arthur weasley,'Diaganilly.',male,2002
5891,Harry Potter and the Chamber of Secrets,To Diagon Alley,molly weasley,I thought he did.,female,2002
5892,Harry Potter and the Chamber of Secrets,To Diagon Alley,other,"Ah, ha-ha-ha-ha…",unknown,2002
5893,Harry Potter and the Chamber of Secrets,To Diagon Alley,witch,"Not lost are you, my dear?",female,2002
5894,Harry Potter and the Chamber of Secrets,To Diagon Alley,harry potter,"I'm fine, thank you. I- I was just…",male,2002
5895,Harry Potter and the Chamber of Secrets,To Diagon Alley,other,Come with us. We'll help you find your way back.,unknown,2002
5896,Harry Potter and the Chamber of Secrets,To Diagon Alley,harry potter,No! Please!,male,2002
5897,Harry Potter and the Chamber of Secrets,To Diagon Alley,rubeus hagrid,Harry?,male,2002
5898,Harry Potter and the Chamber of Secrets,To Diagon Alley,harry potter,Hagrid!,male,2002
5899,Harry Potter and the Chamber of Secrets,To Diagon Alley,rubeus hagrid,What do you think you're doing down 'ere? Come on!,male,2002
5900,Harry Potter and the Chamber of Secrets,To Diagon Alley,rubeus hagrid,"Yer a mess, Harry. Skulkin' 'round Knockturn Alley? Dodgy place! Don' want no one ter see you there. People'll think you were up to no good.",male,2002
5901,Harry Potter and the Chamber of Secrets,To Diagon Alley,harry potter,"I was lost, I— hang on. What were you doing down there, then?",male,2002
5902,Harry Potter and the Chamber of Secrets,To Diagon Alley,rubeus hagrid,"Me? Oh, I was… um… I was lookin' for Flesh-Eatin' Slug Repellent. They're ruinin' all the school cabbages.",male,2002
5903,Harry Potter and the Chamber of Secrets,To Diagon Alley,hermione granger,Harry! Hagrid!,female,2002
5904,Harry Potter and the Chamber of Secrets,To Diagon Alley,rubeus hagrid,"Hello, Hermione!",male,2002
5905,Harry Potter and the Chamber of Secrets,To Diagon Alley,hermione granger,"Oh, it's so good to see you!",female,2002
5906,Harry Potter and the Chamber of Secrets,To Diagon Alley,harry potter,"Well, it's great to see you, too!",male,2002
5907,Harry Potter and the Chamber of Secrets,To Diagon Alley,hermione granger,What did you do to your glasses? Oculus reparo.,female,2002
5908,Harry Potter and the Chamber of Secrets,To Diagon Alley,harry potter,I definitely need to remember that one.,male,2002
5909,Harry Potter and the Chamber of Secrets,To Diagon Alley,rubeus hagrid,"You'll be all right now then, Harry? Right. I'll leave you to it, then.",male,2002
5910,Harry Potter and the Chamber of Secrets,To Diagon Alley,hermione granger,Ok! Bye!,female,2002
5911,Harry Potter and the Chamber of Secrets,To Diagon Alley,harry potter,Thank you. Bye.,male,2002
5912,Harry Potter and the Chamber of Secrets,To Diagon Alley,hermione granger,Come on! Everyone's been so worried.,female,2002
5913,Harry Potter and the Chamber of Secrets,Flourish and Blotts,other,Harry… Harry Potter…,unknown,2002
5914,Harry Potter and the Chamber of Secrets,Flourish and Blotts,molly weasley,"Oh, Harry! Thank goodness! We'd hoped you'd only gone one grate too far…",female,2002
5915,Harry Potter and the Chamber of Secrets,Flourish and Blotts,other,"Ladies and gentlemen, Mr. Gilderoy Lockhart.",unknown,2002
5916,Harry Potter and the Chamber of Secrets,Flourish and Blotts,molly weasley,Ah! Here he is!,female,2002
5917,Harry Potter and the Chamber of Secrets,Flourish and Blotts,ron weasley,Mum fancies him.,male,2002
5918,Harry Potter and the Chamber of Secrets,Flourish and Blotts,photographer,"Make way there. Please! Let me by, madam. Thank you. Excuse me, little girl. This is for the Daily Prophet.",unknown,2002
5919,Harry Potter and the Chamber of Secrets,Flourish and Blotts,gilderoy lockhart,It can't be- Harry Potter?,male,2002
